,Release,Artist,Format,Tracks,Country/Date,Label,Catalog#,Barcode,Tagger,Country,Date,MB-Name,Comment
,"▶Greetings From Asbury Park, N.J. (Holland, version 2)",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""date"":{""year"":1975,""month"":null,""day"":null},""country"":{""ended"":false,""iso_3166_1_codes"":[""NL""],""last_updated"":""2022-03-27T04:31:30Z"",""iso_3166_3_codes"":[],""name"":""Netherlands"",""id"":150,""comment"":"""",""primary_code"":""NL"",""editsPending"":false,""end_date"":null,""gid"":""ef1b7cc0-cd26-36f4-8ea0-04d9623786c7"",""begin_date"":null,""country_code"":""NL"",""typeID"":1,""iso_3166_2_codes"":[],""entityType"":""area"",""primaryAlias"":""Netherlands""}}]}NL1975",CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia),"CBS 65480, CBS S 65480",[none],"{""entityType"":""release"",""gid"":""56ab290b-06e5-45ee-9c39-b173059c4b57""}",Netherlands (NL),1975,"Greetings From Asbury Park, N.J.","Holland, version 2"
,"▶Greetings From Asbury Park, N.J. (Holland, version 3)",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""date"":{""year"":1975,""month"":null,""day"":null},""country"":{""typeID"":1,""iso_3166_2_codes"":[],""country_code"":""NL"",""entityType"":""area"",""primaryAlias"":""Netherlands"",""end_date"":null,""gid"":""ef1b7cc0-cd26-36f4-8ea0-04d9623786c7"",""begin_date"":null,""name"":""Netherlands"",""id"":150,""comment"":"""",""primary_code"":""NL"",""iso_3166_3_codes"":[],""editsPending"":false,""iso_3166_1_codes"":[""NL""],""last_updated"":""2022-03-27T04:31:30Z"",""ended"":false}}]}NL1975",CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia),"CBS 65480, CBS S 65480",[none],"{""entityType"":""release"",""gid"":""4d2b4351-a374-442e-9349-685eee8be9ad""}",Netherlands (NL),1975,"Greetings From Asbury Park, N.J.","Holland, version 3"
,"▶Greetings From Asbury Park, N.J. (Holland, version 4)",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""date"":{""day"":null,""month"":null,""year"":1975},""country"":{""begin_date"":null,""end_date"":null,""gid"":""ef1b7cc0-cd26-36f4-8ea0-04d9623786c7"",""entityType"":""area"",""primaryAlias"":""Netherlands"",""typeID"":1,""iso_3166_2_codes"":[],""country_code"":""NL"",""last_updated"":""2022-03-27T04:31:30Z"",""iso_3166_1_codes"":[""NL""],""ended"":false,""editsPending"":false,""name"":""Netherlands"",""id"":150,""comment"":"""",""primary_code"":""NL"",""iso_3166_3_codes"":[]}}]}NL1975",CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia),"CBS 65480, CBS S 65480",[none],"{""entityType"":""release"",""gid"":""2d6f43f7-8cb5-4e99-b914-afaa2aa850c2""}",Netherlands (NL),1975,"Greetings From Asbury Park, N.J.","Holland, version 4"
,"▶Greetings From Asbury Park, N.J. (Holland, version 7)",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""date"":{""year"":1975,""month"":null,""day"":null},""country"":{""editsPending"":false,""id"":150,""name"":""Netherlands"",""comment"":"""",""primary_code"":""NL"",""iso_3166_3_codes"":[],""last_updated"":""2022-03-27T04:31:30Z"",""iso_3166_1_codes"":[""NL""],""ended"":false,""entityType"":""area"",""primaryAlias"":""Netherlands"",""iso_3166_2_codes"":[],""typeID"":1,""country_code"":""NL"",""begin_date"":null,""end_date"":null,""gid"":""ef1b7cc0-cd26-36f4-8ea0-04d9623786c7""}}]}NL1975",CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia),CBS 32210,[none],"{""entityType"":""release"",""gid"":""98d31b76-2f47-4ac9-9817-46fd0002c953""}",Netherlands (NL),1975,"Greetings From Asbury Park, N.J.","Holland, version 7"
,"▶Greetings From Asbury Park, N.J. (Japan, 3rd issue)",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""date"":{""day"":21,""year"":1978,""month"":8},""country"":{""iso_3166_1_codes"":[""JP""],""last_updated"":""2013-05-27T12:29:56Z"",""ended"":false,""editsPending"":false,""name"":""Japan"",""id"":107,""primary_code"":""JP"",""comment"":"""",""iso_3166_3_codes"":[],""begin_date"":null,""end_date"":null,""gid"":""2db42837-c832-3c27-b4a3-08198f75693c"",""entityType"":""area"",""primaryAlias"":""Japan"",""iso_3166_2_codes"":[],""typeID"":1,""country_code"":""JP""}}]}JP1978-08-21","CBS/Sony (imprint used in Japan, South Korea and Southeast Asia 1968–1991; also used in Spain until 1997)",25AP 1272,[none],"{""entityType"":""release"",""gid"":""dfcbfd6a-4393-4ae2-95b7-5403d90b7c6e""}",Japan (JP),1978-08-21,"Greetings From Asbury Park, N.J.","Japan, 3rd issue"
,"▶Greetings From Asbury Park, N.J. (Japan, 5th issue, blue obi)",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""country"":{""editsPending"":false,""iso_3166_3_codes"":[],""name"":""Japan"",""id"":107,""primary_code"":""JP"",""comment"":"""",""ended"":false,""iso_3166_1_codes"":[""JP""],""last_updated"":""2013-05-27T12:29:56Z"",""entityType"":""area"",""primaryAlias"":""Japan"",""country_code"":""JP"",""iso_3166_2_codes"":[],""typeID"":1,""begin_date"":null,""end_date"":null,""gid"":""2db42837-c832-3c27-b4a3-08198f75693c""},""date"":{""month"":8,""year"":1978,""day"":21}}]}JP1978-08-21","CBS/Sony (imprint used in Japan, South Korea and Southeast Asia 1968–1991; also used in Spain until 1997)",25AP 1272,[none],"{""entityType"":""release"",""gid"":""3f5325c2-57dd-4240-9ed3-6bbe6a4f1ae4""}",Japan (JP),1978-08-21,"Greetings From Asbury Park, N.J.","Japan, 5th issue, blue obi"
,"▶Greetings From Asbury Park, N.J. (Japan, 5th issue, yellow obi)",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""date"":{""month"":8,""year"":1978,""day"":21},""country"":{""country_code"":""JP"",""iso_3166_2_codes"":[],""typeID"":1,""entityType"":""area"",""primaryAlias"":""Japan"",""end_date"":null,""gid"":""2db42837-c832-3c27-b4a3-08198f75693c"",""begin_date"":null,""iso_3166_3_codes"":[],""name"":""Japan"",""id"":107,""comment"":"""",""primary_code"":""JP"",""editsPending"":false,""ended"":false,""iso_3166_1_codes"":[""JP""],""last_updated"":""2013-05-27T12:29:56Z""}}]}JP1978-08-21","CBS/Sony (imprint used in Japan, South Korea and Southeast Asia 1968–1991; also used in Spain until 1997)",25AP 1272,[none],"{""entityType"":""release"",""gid"":""81fb9479-40bd-4e24-800a-9acfac6a21cf""}",Japan (JP),1978-08-21,"Greetings From Asbury Park, N.J.","Japan, 5th issue, yellow obi"
,"▶Greetings From Asbury Park, N.J. (CBS logo on right side on shell)",Bruce Springsteen,Cassette,9,"{""events"":[{""date"":{""month"":null,""year"":1980,""day"":null},""country"":{""iso_3166_3_codes"":[],""primary_code"":""XE"",""comment"":"""",""name"":""Europe"",""id"":241,""editsPending"":false,""ended"":false,""iso_3166_1_codes"":[""XE""],""last_updated"":""2013-08-28T11:55:13Z"",""country_code"":""XE"",""typeID"":null,""iso_3166_2_codes"":[],""primaryAlias"":""Europe"",""entityType"":""area"",""gid"":""89a675c2-3e37-3518-b83c-418bad59a85a"",""end_date"":null,""begin_date"":null}}]}XE1980",CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia),40-32210,[none],"{""entityType"":""release"",""gid"":""670fea5d-1ced-479d-8693-876feb7dc2f6""}",Europe (XE),1980,"Greetings From Asbury Park, N.J.",CBS logo on right side on shell
,"▶Greetings From Asbury Park, N.J.",Bruce Springsteen,Cassette,9,"{""events"":[{""country"":{""primaryAlias"":""Europe"",""entityType"":""area"",""country_code"":""XE"",""typeID"":null,""iso_3166_2_codes"":[],""begin_date"":null,""gid"":""89a675c2-3e37-3518-b83c-418bad59a85a"",""end_date"":null,""editsPending"":false,""iso_3166_3_codes"":[],""comment"":"""",""primary_code"":""XE"",""name"":""Europe"",""id"":241,""ended"":false,""iso_3166_1_codes"":[""XE""],""last_updated"":""2013-08-28T11:55:13Z""},""date"":{""month"":null,""year"":1980,""day"":null}}]}XE1980","[no label] (Special purpose label – white labels, self-published releases and other “no label” releases)",US 1050,[none],"{""entityType"":""release"",""gid"":""2c0b8b57-559e-4bbf-b714-84eac8d4ba8d""}",Europe (XE),1980,"Greetings From Asbury Park, N.J.",
,"▶Greetings From Asbury Park, N.J. (CBS logo on left side on shell)",Bruce Springsteen,Cassette,9,"{""events"":[{""date"":{""day"":null,""year"":1980,""month"":null},""country"":{""iso_3166_3_codes"":[],""primary_code"":""XE"",""comment"":"""",""name"":""Europe"",""id"":241,""editsPending"":false,""ended"":false,""iso_3166_1_codes"":[""XE""],""last_updated"":""2013-08-28T11:55:13Z"",""country_code"":""XE"",""iso_3166_2_codes"":[],""typeID"":null,""primaryAlias"":""Europe"",""entityType"":""area"",""gid"":""89a675c2-3e37-3518-b83c-418bad59a85a"",""end_date"":null,""begin_date"":null}}]}XE1980",CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia),40-32210,[none],"{""entityType"":""release"",""gid"":""40d01f7a-43f9-4f2c-89bb-ad043d032601""}",Europe (XE),1980,"Greetings From Asbury Park, N.J.",CBS logo on left side on shell
,"▶Greetings From Asbury Park, N.J.",Bruce Springsteen,Cassette,9,"{""events"":[{""country"":{""gid"":""89a675c2-3e37-3518-b83c-418bad59a85a"",""end_date"":null,""begin_date"":null,""country_code"":""XE"",""typeID"":null,""iso_3166_2_codes"":[],""primaryAlias"":""Europe"",""entityType"":""area"",""ended"":false,""iso_3166_1_codes"":[""XE""],""last_updated"":""2013-08-28T11:55:13Z"",""iso_3166_3_codes"":[],""comment"":"""",""primary_code"":""XE"",""id"":241,""name"":""Europe"",""editsPending"":false},""date"":{""day"":null,""year"":1980,""month"":null}}]}XE1980",CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia),40-65480,[none],"{""entityType"":""release"",""gid"":""30f0a3be-6b6d-411a-83d2-5802d2f57f2f""}",Europe (XE),1980,"Greetings From Asbury Park, N.J.",
,"▶Greetings From Asbury Park, N.J. (Japan, 4th issue)",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""date"":{""month"":null,""year"":1980,""day"":null},""country"":{""end_date"":null,""gid"":""2db42837-c832-3c27-b4a3-08198f75693c"",""begin_date"":null,""typeID"":1,""iso_3166_2_codes"":[],""country_code"":""JP"",""entityType"":""area"",""primaryAlias"":""Japan"",""last_updated"":""2013-05-27T12:29:56Z"",""iso_3166_1_codes"":[""JP""],""ended"":false,""id"":107,""name"":""Japan"",""primary_code"":""JP"",""comment"":"""",""iso_3166_3_codes"":[],""editsPending"":false}}]}JP1980","CBS/Sony (imprint used in Japan, South Korea and Southeast Asia 1968–1991; also used in Spain until 1997)",25AP 1272,[none],"{""entityType"":""release"",""gid"":""3b5f3aca-3ed3-4072-be12-c2722db8e90c""}",Japan (JP),1980,"Greetings From Asbury Park, N.J.","Japan, 4th issue"
,"▶Greetings From Asbury Park, N.J. (circle/triangle symbol on side 1 label)",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""country"":{""entityType"":""area"",""country_code"":""US"",""iso_3166_2_codes"":[],""typeID"":1,""begin_date"":null,""end_date"":null,""gid"":""489ce91b-6658-3307-9877-795b68554c98"",""editsPending"":false,""iso_3166_3_codes"":[],""name"":""United States"",""id"":222,""comment"":"""",""primary_code"":""US"",""ended"":false,""last_updated"":""2013-06-15T18:06:39Z"",""iso_3166_1_codes"":[""US""]},""date"":{""day"":null,""year"":1980,""month"":null}}]}US1980","Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX)",PC 31903,074643190312,"{""entityType"":""release"",""gid"":""36367d4d-5ed1-486f-9722-6e1032c5a287""}",United States (US),1980,"Greetings From Asbury Park, N.J.",circle/triangle symbol on side 1 label
,"▶Greetings From Asbury Park, N.J.",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""date"":{""day"":null,""year"":1982,""month"":11},""country"":{""editsPending"":false,""comment"":"""",""primary_code"":""GB"",""id"":221,""name"":""United Kingdom"",""iso_3166_3_codes"":[],""iso_3166_1_codes"":[""GB""],""last_updated"":""2013-05-16T11:06:19Z"",""ended"":false,""entityType"":""area"",""iso_3166_2_codes"":[],""typeID"":1,""country_code"":""GB"",""begin_date"":null,""gid"":""8a754a16-0027-3a29-b6d7-2b40ea0481ed"",""end_date"":null}}]}GB1982-11",CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia),"32210, CBS 32210",[none],"{""entityType"":""release"",""gid"":""c69bc258-37c2-4c4a-a0dd-ce1debeb76f4""}",United Kingdom (GB),1982-11,"Greetings From Asbury Park, N.J.",
,"▶Greetings From Asbury Park, N.J.",Bruce Springsteen,Cassette,9,"{""events"":[{""date"":{""month"":null,""year"":1982,""day"":null},""country"":{""editsPending"":false,""iso_3166_3_codes"":[],""id"":241,""name"":""Europe"",""comment"":"""",""primary_code"":""XE"",""ended"":false,""iso_3166_1_codes"":[""XE""],""last_updated"":""2013-08-28T11:55:13Z"",""entityType"":""area"",""primaryAlias"":""Europe"",""country_code"":""XE"",""typeID"":null,""iso_3166_2_codes"":[],""begin_date"":null,""end_date"":null,""gid"":""89a675c2-3e37-3518-b83c-418bad59a85a""}}]}XE1982",CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia),"40-32210, 40-65480",[none],"{""entityType"":""release"",""gid"":""756453b5-28c9-446c-81a6-3f7223ce5597""}",Europe (XE),1982,"Greetings From Asbury Park, N.J.",
,"▶Greetings From Asbury Park, N.J.",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""date"":{""month"":null,""year"":1982,""day"":null},""country"":{""country_code"":""GR"",""iso_3166_2_codes"":[],""typeID"":1,""primaryAlias"":""Greece"",""entityType"":""area"",""gid"":""803db0ca-b6ed-3bbc-aeb8-f89efd0a2168"",""end_date"":null,""begin_date"":null,""iso_3166_3_codes"":[],""primary_code"":""GR"",""comment"":"""",""id"":84,""name"":""Greece"",""editsPending"":false,""ended"":false,""last_updated"":""2013-05-27T13:12:47Z"",""iso_3166_1_codes"":[""GR""]}}]}GR1982",CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia),CBS 32210,[none],"{""entityType"":""release"",""gid"":""0fed22f6-1c0a-41f2-a366-276c80a9bc9d""}",Greece (GR),1982,"Greetings From Asbury Park, N.J.",
,"▶Greetings From Asbury Park, N.J. (Holland, version 5)",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""date"":{""month"":null,""year"":1982,""day"":null},""country"":{""entityType"":""area"",""primaryAlias"":""Netherlands"",""typeID"":1,""iso_3166_2_codes"":[],""country_code"":""NL"",""begin_date"":null,""end_date"":null,""gid"":""ef1b7cc0-cd26-36f4-8ea0-04d9623786c7"",""editsPending"":false,""id"":150,""name"":""Netherlands"",""comment"":"""",""primary_code"":""NL"",""iso_3166_3_codes"":[],""iso_3166_1_codes"":[""NL""],""last_updated"":""2022-03-27T04:31:30Z"",""ended"":false}}]}NL1982",CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia),CBS 32210,[none],"{""entityType"":""release"",""gid"":""e46fc041-9148-4e4a-8b0a-4f60faab404b""}",Netherlands (NL),1982,"Greetings From Asbury Park, N.J.","Holland, version 5"
,"▶Greetings From Asbury Park, N.J. (Spain, version 1)",Bruce Springsteen,Cassette,9,"{""events"":[{""date"":{""day"":null,""month"":null,""year"":1982},""country"":{""last_updated"":""2013-05-27T13:08:54Z"",""iso_3166_1_codes"":[""ES""],""ended"":false,""editsPending"":false,""id"":194,""name"":""Spain"",""primary_code"":""ES"",""comment"":"""",""iso_3166_3_codes"":[],""begin_date"":null,""end_date"":null,""gid"":""471c46a7-afc5-31c4-923c-d0444f5053a4"",""entityType"":""area"",""primaryAlias"":""Spain"",""iso_3166_2_codes"":[],""typeID"":1,""country_code"":""ES""}}]}ES1982",CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia),40-32210,[none],"{""entityType"":""release"",""gid"":""b5143792-3a9e-4423-8ebd-b290a9f8c127""}",Spain (ES),1982,"Greetings From Asbury Park, N.J.","Spain, version 1"
,"▶Greetings From Asbury Park, N.J. (Spain, version 2)",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""date"":{""month"":null,""year"":1982,""day"":null},""country"":{""begin_date"":null,""gid"":""471c46a7-afc5-31c4-923c-d0444f5053a4"",""end_date"":null,""primaryAlias"":""Spain"",""entityType"":""area"",""typeID"":1,""iso_3166_2_codes"":[],""country_code"":""ES"",""iso_3166_1_codes"":[""ES""],""last_updated"":""2013-05-27T13:08:54Z"",""ended"":false,""editsPending"":false,""comment"":"""",""primary_code"":""ES"",""name"":""Spain"",""id"":194,""iso_3166_3_codes"":[]}}]}ES1982",CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia),S 32210,[none],"{""entityType"":""release"",""gid"":""ad561e72-00c3-4bb3-aee4-f2ec4d43cbe0""}",Spain (ES),1982,"Greetings From Asbury Park, N.J.","Spain, version 2"
,"▶Greetings From Asbury Park, N.J. (Spain, version 1)",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""date"":{""day"":null,""month"":null,""year"":1982},""country"":{""entityType"":""area"",""primaryAlias"":""Spain"",""iso_3166_2_codes"":[],""typeID"":1,""country_code"":""ES"",""begin_date"":null,""end_date"":null,""gid"":""471c46a7-afc5-31c4-923c-d0444f5053a4"",""editsPending"":false,""name"":""Spain"",""id"":194,""comment"":"""",""primary_code"":""ES"",""iso_3166_3_codes"":[],""last_updated"":""2013-05-27T13:08:54Z"",""iso_3166_1_codes"":[""ES""],""ended"":false}}]}ES1982",CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia),S 32210,[none],"{""entityType"":""release"",""gid"":""2f573f5d-f21e-412b-8f36-9a741cd45814""}",Spain (ES),1982,"Greetings From Asbury Park, N.J.","Spain, version 1"
,"▶Greetings From Asbury Park, N.J. (Spain, version 3)",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""date"":{""day"":null,""month"":null,""year"":1982},""country"":{""ended"":false,""iso_3166_1_codes"":[""ES""],""last_updated"":""2013-05-27T13:08:54Z"",""editsPending"":false,""iso_3166_3_codes"":[],""name"":""Spain"",""id"":194,""primary_code"":""ES"",""comment"":"""",""begin_date"":null,""end_date"":null,""gid"":""471c46a7-afc5-31c4-923c-d0444f5053a4"",""entityType"":""area"",""primaryAlias"":""Spain"",""country_code"":""ES"",""iso_3166_2_codes"":[],""typeID"":1}}]}ES1982",CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia),S 32210,[none],"{""entityType"":""release"",""gid"":""677cd032-555c-4c3f-ac12-ffec7363b614""}",Spain (ES),1982,"Greetings From Asbury Park, N.J.","Spain, version 3"
,"▶Greetings From Asbury Park, N.J. (Spain, version 4)",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""country"":{""iso_3166_2_codes"":[],""typeID"":1,""country_code"":""ES"",""entityType"":""area"",""primaryAlias"":""Spain"",""end_date"":null,""gid"":""471c46a7-afc5-31c4-923c-d0444f5053a4"",""begin_date"":null,""name"":""Spain"",""id"":194,""comment"":"""",""primary_code"":""ES"",""iso_3166_3_codes"":[],""editsPending"":false,""iso_3166_1_codes"":[""ES""],""last_updated"":""2013-05-27T13:08:54Z"",""ended"":false},""date"":{""year"":1982,""month"":null,""day"":null}}]}ES1982",CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia),S 32210,5099703221015,"{""entityType"":""release"",""gid"":""a24277ad-1376-4b52-868d-9d82343ed787""}",Spain (ES),1982,"Greetings From Asbury Park, N.J.","Spain, version 4"
,"▶Greetings From Asbury Park, N.J.",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""country"":{""begin_date"":null,""end_date"":null,""gid"":""8a754a16-0027-3a29-b6d7-2b40ea0481ed"",""entityType"":""area"",""typeID"":1,""iso_3166_2_codes"":[],""country_code"":""GB"",""iso_3166_1_codes"":[""GB""],""last_updated"":""2013-05-16T11:06:19Z"",""ended"":false,""editsPending"":false,""name"":""United Kingdom"",""id"":221,""comment"":"""",""primary_code"":""GB"",""iso_3166_3_codes"":[]},""date"":{""day"":null,""year"":1982,""month"":null}}]}GB1982",CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia),"32210, CBS 32210",[none],"{""entityType"":""release"",""gid"":""b9fe2bda-365d-4626-85dd-f1ededd72974""}",United Kingdom (GB),1982,"Greetings From Asbury Park, N.J.",
,"▶Greetings From Asbury Park, N.J. (“Nice Price” reissue)",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""date"":{""day"":null,""month"":null,""year"":1984},""country"":{""gid"":""8a754a16-0027-3a29-b6d7-2b40ea0481ed"",""end_date"":null,""begin_date"":null,""country_code"":""GB"",""typeID"":1,""iso_3166_2_codes"":[],""entityType"":""area"",""ended"":false,""last_updated"":""2013-05-16T11:06:19Z"",""iso_3166_1_codes"":[""GB""],""iso_3166_3_codes"":[],""primary_code"":""GB"",""comment"":"""",""id"":221,""name"":""United Kingdom"",""editsPending"":false}}]}GB1984",CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia),"32210, CBS 32210",[none],"{""entityType"":""release"",""gid"":""7fd1d319-3ece-4547-8c73-2eb45a247d22""}",United Kingdom (GB),1984,"Greetings From Asbury Park, N.J.",“Nice Price” reissue
,"▶Greetings From Asbury Park, N.J. (CSR Compact Disc)",Bruce Springsteen,CD,9,"{""events"":[{""country"":{""last_updated"":""2013-06-15T18:06:39Z"",""iso_3166_1_codes"":[""US""],""ended"":false,""editsPending"":false,""primary_code"":""US"",""comment"":"""",""id"":222,""name"":""United States"",""iso_3166_3_codes"":[],""begin_date"":null,""gid"":""489ce91b-6658-3307-9877-795b68554c98"",""end_date"":null,""entityType"":""area"",""iso_3166_2_codes"":[],""typeID"":1,""country_code"":""US""},""date"":{""day"":null,""month"":null,""year"":1984}}]}US1984","Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX)",CK 31903,074643190329,"{""entityType"":""release"",""gid"":""d05840f0-5cc8-404a-b3a1-feecd6abfce3""}",United States (US),1984,"Greetings From Asbury Park, N.J.",CSR Compact Disc
,"▶Greetings From Asbury Park, N.J. (Japan, 1st issue)",Bruce Springsteen,CD,9,"{""events"":[{""date"":{""day"":1,""month"":4,""year"":1985},""country"":{""last_updated"":""2013-05-27T12:29:56Z"",""iso_3166_1_codes"":[""JP""],""ended"":false,""editsPending"":false,""name"":""Japan"",""id"":107,""primary_code"":""JP"",""comment"":"""",""iso_3166_3_codes"":[],""begin_date"":null,""end_date"":null,""gid"":""2db42837-c832-3c27-b4a3-08198f75693c"",""entityType"":""area"",""primaryAlias"":""Japan"",""typeID"":1,""iso_3166_2_codes"":[],""country_code"":""JP""}}]}JP1985-04-01","CBS/Sony (imprint used in Japan, South Korea and Southeast Asia 1968–1991; also used in Spain until 1997)",32DP 353,[none],"{""entityType"":""release"",""gid"":""7c75d491-cf0d-4616-b730-7fec41f52973""}",Japan (JP),1985-04-01,"Greetings From Asbury Park, N.J.","Japan, 1st issue"
,"▶Greetings From Asbury Park, N.J. (Japan, 2nd issue)",Bruce Springsteen,CD,9,"{""events"":[{""date"":{""month"":9,""year"":1988,""day"":21},""country"":{""begin_date"":null,""end_date"":null,""gid"":""2db42837-c832-3c27-b4a3-08198f75693c"",""entityType"":""area"",""primaryAlias"":""Japan"",""iso_3166_2_codes"":[],""typeID"":1,""country_code"":""JP"",""last_updated"":""2013-05-27T12:29:56Z"",""iso_3166_1_codes"":[""JP""],""ended"":false,""editsPending"":false,""name"":""Japan"",""id"":107,""comment"":"""",""primary_code"":""JP"",""iso_3166_3_codes"":[]}}]}JP1988-09-21","CBS/Sony (imprint used in Japan, South Korea and Southeast Asia 1968–1991; also used in Spain until 1997)",25DP 5240,4988009619958,"{""entityType"":""release"",""gid"":""620561f9-4e5b-48fc-b829-a49da5509b22""}",Japan (JP),1988-09-21,"Greetings From Asbury Park, N.J.","Japan, 2nd issue"
,"▶Greetings From Asbury Park, N.J.",Bruce Springsteen,CD,9,"{""events"":[{""date"":{""day"":null,""month"":null,""year"":1988},""country"":{""editsPending"":false,""iso_3166_3_codes"":[],""id"":222,""name"":""United States"",""comment"":"""",""primary_code"":""US"",""ended"":false,""last_updated"":""2013-06-15T18:06:39Z"",""iso_3166_1_codes"":[""US""],""entityType"":""area"",""country_code"":""US"",""typeID"":1,""iso_3166_2_codes"":[],""begin_date"":null,""end_date"":null,""gid"":""489ce91b-6658-3307-9877-795b68554c98""}}]}US1988","Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX)",CK 31903,07464319032,"{""entityType"":""release"",""gid"":""00080f48-384e-4bb1-847d-ed17405f6b3f""}",United States (US),1988,"Greetings From Asbury Park, N.J.",
,"▶Greetings From Asbury Park, N.J. (Japan, 3rd issue, silver label)",Bruce Springsteen,CD,9,"{""events"":[{""date"":{""day"":1,""year"":1990,""month"":6},""country"":{""country_code"":""JP"",""typeID"":1,""iso_3166_2_codes"":[],""primaryAlias"":""Japan"",""entityType"":""area"",""gid"":""2db42837-c832-3c27-b4a3-08198f75693c"",""end_date"":null,""begin_date"":null,""iso_3166_3_codes"":[],""primary_code"":""JP"",""comment"":"""",""id"":107,""name"":""Japan"",""editsPending"":false,""ended"":false,""iso_3166_1_codes"":[""JP""],""last_updated"":""2013-05-27T12:29:56Z""}}]}JP1990-06-01","CBS/Sony (imprint used in Japan, South Korea and Southeast Asia 1968–1991; also used in Spain until 1997)",CSCS 6014,4988009601427,"{""entityType"":""release"",""gid"":""9301fc7d-7be8-4781-9a8d-6b6e7cb3fa35""}",Japan (JP),1990-06-01,"Greetings From Asbury Park, N.J.","Japan, 3rd issue, silver label"
,"▶Greetings From Asbury Park, N.J. (Japan, 3rd issue, black label)",Bruce Springsteen,CD,9,"{""events"":[{""date"":{""month"":6,""year"":1990,""day"":1},""country"":{""gid"":""2db42837-c832-3c27-b4a3-08198f75693c"",""end_date"":null,""begin_date"":null,""country_code"":""JP"",""iso_3166_2_codes"":[],""typeID"":1,""primaryAlias"":""Japan"",""entityType"":""area"",""ended"":false,""last_updated"":""2013-05-27T12:29:56Z"",""iso_3166_1_codes"":[""JP""],""iso_3166_3_codes"":[],""primary_code"":""JP"",""comment"":"""",""id"":107,""name"":""Japan"",""editsPending"":false}}]}JP1990-06-01","CBS/Sony (imprint used in Japan, South Korea and Southeast Asia 1968–1991; also used in Spain until 1997)",CSCS 6014,4988009601427,"{""entityType"":""release"",""gid"":""ad9bfeb0-652b-47b2-b1c3-bc04b44a9182""}",Japan (JP),1990-06-01,"Greetings From Asbury Park, N.J.","Japan, 3rd issue, black label"
